id,claim,review_url,claimer,text,headline,keywords,claim_date,education,healthcare,immigration,environment,taxes,elections,crime
229,http://data.gesis.org/claimskg/creative_work/a6d61337-fb32-50a3-ad85-efe506022e60,http://www.politifact.com/virginia/statements/2011/mar/08/bob-mcdonnell/gov-bob-mcdonnell-says-education-funding-grew-six-/,Bob McDonnell,"In the past decade, K-12 funding has grown six times faster than the rate of enrollment.",Gov. Bob McDonnell says education funding grew six times faster than enrollment,State Budget,2011-02-20,1,0,0,0,0,0,0
282,http://data.gesis.org/claimskg/creative_work/7b732bb1-1a23-57fd-8ae8-267d9676f11e,http://www.politifact.com/missouri/statements/2015/nov/22/peter-kinder/missouri-politician-wrongly-claims-zero-evidence-s/,Peter Kinder,This incident of supposed feces depicting a swastika on the wall of a bathrooms in one of the halls ... has been supported by zero fact.',Missouri politician wrongly claims 'zero' evidence of swastika incident on Missouri campus,"Crime,Diversity",2015-11-12,1,0,0,0,0,0,1
289,http://data.gesis.org/claimskg/creative_work/1dd8574c-6bfb-5e91-bf9b-4a4ff07edf16,http://www.politifact.com/florida/statements/2015/feb/20/marjorie-sanfilippo/florida-legislature-weighs-allowing-guns-college-c/,Marjorie Sanfilippo,"200,000 students attempt suicide every year on college campuses.'","As Florida Legislature weighs allowing guns on college campus, professor cites suicide statistic",Guns,2015-02-16,1,1,0,0,0,0,0
298,http://data.gesis.org/claimskg/creative_work/98e2a244-b900-54f7-be76-ee2ee32adf20,http://www.politifact.com/wisconsin/statements/2012/dec/02/scott-walker/walker-says-he-unveiled-legislative-agenda-wiscons/,Scott Walker,"Says he first unveiled his new legislative agenda in Wisconsin, not in California as critics complain","Walker says he unveiled legislative agenda in Wisconsin, not California","Government regulation,State Budget",2012-11-26,0,0,0,0,0,1,0
330,http://data.gesis.org/claimskg/creative_work/6d3ca806-9331-5547-9ddc-d59dfaa3fcc8,http://www.politifact.com/florida/statements/2015/feb/24/blog-posting/high-schoolers-had-recite-islamic-prayer-class-mak/,Bloggers,"Students In Fla. High School Forced To Recite Islamic Prayer, Make Prayer Rugs.'","High schoolers had to recite Islamic prayer in class, make prayer rugs as homework, websites say",Islam,2015-02-12,1,0,0,0,0,0,0
369,http://data.gesis.org/claimskg/creative_work/3a376e99-cb24-5e60-87af-76b21c8bdf50,http://www.politifact.com/new-york/statements/2019/apr/20/donald-trump/trump-calls-out-ny-dems-vote-expansion-military-be/,Donald Trump,"In New York State, Democrats blocked a Bill expanding College Tuition for Gold Star families after approving aid for illegal immigrants.'",Trump calls out N.Y. Dems for vote on expansion of military benefits,"State government spending,Military,State Budget",2019-04-12,1,0,1,0,0,0,0
387,http://data.gesis.org/claimskg/creative_work/3e3bae95-71b0-5af6-80a5-51f3ee0ffb2e,http://www.politifact.com/new-jersey/statements/2011/jul/25/raymond-lesniak/state-sen-raymond-lesniak-says-juvenile-crime-rate/,Raymond Lesniak,"Says 'the most dangerous time for children' is from '3 to 6 p.m., during which time juvenile crime rates triple'",State Sen. Raymond Lesniak says juvenile crime rates triple from 3 to 6 p.m. on school days,"Children,Crime",2011-07-12,0,0,0,0,0,0,1
388,http://data.gesis.org/claimskg/creative_work/17722e66-bb9d-5484-9fbe-1f0f3c775885,http://www.politifact.com/virginia/statements/2015/nov/23/bernie-sanders/sanders-says-it-costs-more-send-person-prison-univ/,Bernie Sanders,It costs a hell of a lot more money to put somebody in jail than send them to the University of Virginia.',Sanders says it costs more to go prison than to the University of Virginia,Criminal Justice,2015-10-28,1,0,0,0,0,0,1
405,http://data.gesis.org/claimskg/creative_work/d2a38fa9-86a7-52bf-baca-4e7a294299ad,http://www.politifact.com/rhode-island/statements/2013/mar/01/nancy-devaney/chairwoman-ocean-state-prevention-alliance-says-ma/,Nancy Denuccio,"In annual surveys of Rhode Island communities that receive Drug Free community grants, many report that more than 50 percent of youth surveyed do not think daily marijuana use poses any serious risk of harm.",Chairwoman of Ocean State Prevention Alliance says many Rhode Island teens don’t think daily marijuana use poses serious risk of harm,"Drugs,Marijuana",2013-02-20,0,1,0,0,0,0,0
412,http://data.gesis.org/claimskg/creative_work/0fb5c151-2012-566f-8353-f88ef8d4d0e8,http://www.politifact.com/florida/statements/2012/mar/28/george-lemieux/lemieux-says-congressman-mack-took-7-12-years-fini/,George LeMieux,Says U.S. Rep. Connie Mack 'took seven and a half years to finish college.',George LeMieux says Connie Mack 'took 7 1/2 years to finish college',Candidate Biography,2012-02-24,1,0,0,0,0,1,0
419,http://data.gesis.org/claimskg/creative_work/5bceaa31-a44c-5c33-b2c4-0ef658ddf740,http://www.politifact.com/truth-o-meter/statements/2010/jul/29/mark-dayton/mark-dayton-says-gov-tim-pawlenty-cut-education-sp/,Mark Dayton,Tim Pawlenty has cut education funding in Minnesota. Classrooms are overcrowded. Districts have gone to four-day school weeks.',Mark Dayton says Gov. Tim Pawlenty cut education spending,"Message Machine 2010,Children",2010-07-14,1,0,0,0,0,0,0
426,http://data.gesis.org/claimskg/creative_work/48811f80-5288-5909-871d-3f7bf8faf4f8,http://www.politifact.com/oregon/statements/2010/dec/25/rees-lloyd/portland-public-schools-invites-all-adults-cheap-1/,Rees Lloyd,"Portland Public Schools invites 'well-paid, well-fed school bureaucrats, administrators, teachers, other staff, non-needy students, affluent parents of students, and other adults, including on the other extreme the adult homeless, illegal aliens, fanatical Muslim terrorists, or drug addicted street people, to enjoy cheap breakfasts in taxpayer-paid school facilities amidst school children.'",Portland Public Schools invites all adults for a cheap $1.75 breakfast?,Government Efficiency,2010-12-10,1,0,1,0,1,0,1
468,http://data.gesis.org/claimskg/creative_work/808642a8-1051-54c2-9288-85ce3e86f457,http://www.politifact.com/rhode-island/statements/2012/mar/28/harold-metts/ri-state-sen-harold-m-metts-says-voters-were-promi/,Harold Metts,"Says when Rhode Island Lottery was proposed, 'state residents were enticed to vote for it with the promise that the money would be used for education.'",R.I. State Sen. Harold M. Metts says voters were promised money from the Rhode Island lottery would be used for education.,"State Finances,History,State Budget,Gambling",2012-03-14,1,0,0,0,0,0,0
471,http://data.gesis.org/claimskg/creative_work/dc14d107-5b6e-508d-8571-9b37ccf5faec,http://www.politifact.com/texas/statements/2011/jun/04/michael-sullivan/michael-sullivan-says-lawmakers-increased-public-s/,Michael Sullivan,Says public education will get more money in 2012-13 though lawmakers cut $15 billion in overall spending.,Michael Sullivan says lawmakers increased public school funding while cutting budget by $15 billion,"State Finances,State Budget",2011-05-26,1,0,0,0,0,0,0
485,http://data.gesis.org/claimskg/creative_work/0e9236e1-9670-5278-9767-d7d30d7fc0a1,http://www.politifact.com/truth-o-meter/statements/2011/jun/24/jay-carney/democrats-say-republican-presidential-candidates-d/,Jay Carney,"In the Republican presidential debate in New Hampshire, none of the candidates mentioned the 'middle class' or 'education.'",Democrats say Republican presidential candidates did not mention middle class or education in debate,"Families,New Hampshire 2012",2011-06-14,1,0,0,0,0,1,0
488,http://data.gesis.org/claimskg/creative_work/de719c77-36ae-5c99-bd40-7da349e99523,http://www.politifact.com/rhode-island/statements/2010/jul/30/peter-kilmartin/kilmartin-claims-1-spent-afterschool-programs-save/,Peter Kilmartin,"For every $1 spent on afterschool programs, 'we can save over $5, almost $6, in crime costs down the line.'",Kilmartin claims $1 spent on afterschool programs saves more than $5 in crime costs,"Crime,Poverty",2010-06-28,1,0,0,0,0,0,1
491,http://data.gesis.org/claimskg/creative_work/828d7edf-35aa-545d-bbae-d4d218b2fe0e,http://www.politifact.com/facebook-fact-checks/statements/2019/apr/02/blog-posting/no-american-middle-schools-not-caught-forcing-stud/,Bloggers,American middle schools caught forcing students to do Muslim prayers 5 times a day.',"No, American middle schools not 'caught forcing students to do Muslim prayers 5 times a day'","Religion,Fake news",2019-03-20,1,0,0,0,0,0,0
499,http://data.gesis.org/claimskg/creative_work/e5f56edd-9560-561f-b590-949792777255,http://www.politifact.com/florida/statements/2018/may/10/adam-putnam/how-much-do-welders-and-pipefitters-make-according/,Adam Putnam,Welders are coming out of their tech schools at $28 an hour' and 'pipefitters are making six figures.',"How much money do welders, pipefitters make? Adam Putnam says it’s huge","Income,Jobs",2018-05-05,1,0,0,0,0,0,0
513,http://data.gesis.org/claimskg/creative_work/07d244a2-9454-5ab4-b627-36ca014d5349,http://www.politifact.com/florida/statements/2013/oct/27/pam-stewart/state-education-chief-says-theres-no-additional-co/,Pam Stewart,"For the state of Florida, 'there is not an additional cost with implementation of the Common Core standards.'",State education chief says there's no additional costs for implementing Common Core education standards,State Budget,2013-10-15,1,0,0,0,0,0,0
526,http://data.gesis.org/claimskg/creative_work/49529b26-053d-5223-b909-1f663639fac2,http://www.politifact.com/wisconsin/statements/2015/feb/20/rebecca-blank/scott-walkers-300-million-budget-cut-looming-uw-ma/,Rebecca Blank,"UW-Madison 'spent down reserves' as it was told to do two years ago and, facing new state budget cuts, has 'no more reserves to spend down.'","With Scott Walker's $300 million budget cut looming, UW-Madison says it doesn't have reserves to tap","State Finances,State Budget",2015-02-12,1,0,0,0,0,0,0
536,http://data.gesis.org/claimskg/creative_work/aacfc01f-a67b-5aa0-9515-f934a1a5a86c,http://www.politifact.com/wisconsin/statements/2015/jun/09/hillary-clinton/scott-walker-limited-early-voting-made-it-harder-c/,Hillary Clinton,Says Scott Walker 'cut back early voting and signed legislation that would make it harder for college students to vote.',"Scott Walker limited early voting, made it harder for college students to vote, Hillary Clinton says","Elections,Job Accomplishments,Civil Rights,Negative Campaigning",2015-06-04,1,0,0,0,0,1,0
553,http://data.gesis.org/claimskg/creative_work/f0b08bcc-d2c8-5a3b-8d92-8cd53a9ae8e4,http://www.politifact.com/rhode-island/statements/2013/jan/13/dawson-hodgson/rhode-island-sen-dawson-hodgson-says-state-spends-/,Dawson Hodgson,The amount of money that we put into running our own state legislature is nearly as much as we put into the University of Rhode Island.',Rhode Island Sen. Dawson Hodgson says the state spends nearly as much on its legislature as it does on University of Rhode Island,"Government Efficiency,State Budget",2013-01-03,1,0,0,0,0,0,0
585,http://data.gesis.org/claimskg/creative_work/953f6ded-179f-506c-8060-733fdac1e0ea,http://www.politifact.com/rhode-island/statements/2010/jun/25/lincoln-chafee/chafee-says-53-percent-teenagers-central-falls-are/,Lincoln Chafee,Fifty-three percent of teens in Central Falls are getting pregnant.',Linc Chafee says 53 percent of teenagers in Central Falls are getting pregnant,"Children,Families,Women",2010-05-04,0,1,0,0,0,0,0
589,http://data.gesis.org/claimskg/creative_work/0b5b94b1-d745-5d58-a7d7-ba490029ade6,http://www.politifact.com/georgia/statements/2017/may/04/sonny-perdue/ag-sec-perdue-changes-school-lunch-rules-says-stan/,Sonny Perdue,Easing school lunch regulations 'is not reducing the nutritional standards whatsoever.',"Sonny Perdue changes school lunch rules, but says Obama standards for milk, grains remain",Food,2017-05-01,1,1,0,0,0,0,0
596,http://data.gesis.org/claimskg/creative_work/1e11616a-1489-5ab6-bccb-b308010d3bc1,http://www.politifact.com/texas/statements/2014/sep/21/todd-staples/todd-staples-airs-smoky-claim-about-children-not-g/,Todd Staples,To deprive' underprivileged children 'of a meat-based protein during school lunch is most likely depriving them of their only source of protein for the day.',Todd Staples airs smoky claim about children not getting protein unless they're served meat,Children,2014-09-08,1,1,0,0,0,0,0
617,http://data.gesis.org/claimskg/creative_work/ae303b62-4ff9-562b-a215-e902cda94589,http://www.politifact.com/oregon/statements/2012/may/11/mike-schaufler/did-jeff-reardon-cut-school-programs-and-vote-rais/,Mike Schaufler,"Says Jeff Reardon cut elementary school music classes, art instruction, teaching positions, basketball and volleyball programs, and he voted to raise school lunch prices.",Did Jeff Reardon cut school programs and vote to raise school lunch prices?,"Voting Record,Message Machine 2012",2012-05-08,1,0,0,0,0,0,0
654,http://data.gesis.org/claimskg/creative_work/587d96f2-33c3-58a7-8f5c-3718fa1a8af5,http://www.politifact.com/truth-o-meter/statements/2012/apr/06/barack-obama/president-barack-obama-says-gop-budget-cuts-financ/,Barack Obama,"Under the House Republican budget, 'if these cuts were to be spread out evenly … the year after next, nearly 10 million college students would see their financial aid cut by an average of more than $1,000 each.'",President Barack Obama says GOP budget cuts financial aid to college students,Federal Budget,2012-04-03,1,0,0,0,0,0,0
669,http://data.gesis.org/claimskg/creative_work/7d790370-95f4-585f-bc93-aa29746b2b8f,http://www.politifact.com/virginia/statements/2015/may/18/alex-mcmurtrie-jr/alex-mcmurtrie-says-va-lawmakers-shifted-2-billion/,Alex McMurtrie Jr.,State legislators 'quietly shifted $2 billion from education to road building' in 2013.,Alex McMurtrie says Va. lawmakers shifted $2 billion from education to roads,"Transportation,State Budget",2015-05-07,1,0,0,0,0,0,0
756,http://data.gesis.org/claimskg/creative_work/24aadc72-dd02-57ad-b8f3-41c21f0e03c8,http://www.politifact.com/virginia/statements/2013/apr/15/naral-pro-choice-america/naral-virginia-says-90-percent-health-care-policie/,NARAL Pro-Choice Virginia,Abortion coverage is a standard insurance benefit 'in nearly 90 percent of private plans sold in the U.S.',NARAL Virginia says 90 percent of health care policies cover abortion,Abortion,2013-03-26,0,1,0,0,0,0,0
771,http://data.gesis.org/claimskg/creative_work/3f4e7c1d-c9bd-5692-a438-fa91bbe81ad7,http://www.politifact.com/rhode-island/statements/2014/jun/08/allan-fung/gubernatorial-candidate-allan-fung-says-his-republ/,Allan Fung,Ken 'Block supports Obamacare.',"Gubernatorial candidate Allan Fung says his Republican primary opponent, Ken Block, supports Obamacare",Message Machine 2014,2014-06-02,0,1,0,0,0,0,0
797,http://data.gesis.org/claimskg/creative_work/05616284-5f89-5c5a-9930-f2c099a4042f,http://www.politifact.com/truth-o-meter/statements/2011/feb/08/bill-oreilly/majority-people-polls-do-not-support-obamacare/,Bill O'Reilly,The majority of people in polls do 'not support Obamacare.',"The majority of people in polls do """"not support Obamacare""""","Polls and Public Opinion,Corrections and Updates,Pundits",2011-02-06,0,1,0,0,0,0,0
798,http://data.gesis.org/claimskg/creative_work/afe8eee2-50b5-555e-af2c-faf97b987be4,http://www.politifact.com/truth-o-meter/statements/2018/jun/25/afscme/ad-falsely-accuses-nevadas-gop-governor-candidate-/,AFSCME,Says Republican gubernatorial candidate Adam Laxalt 'tried to cut a deal with big pharma' in a lawsuit.,Ad falsely accuses Nevada's GOP governor candidate Laxalt of caving to drug makers,"Elections,Legal Issues",2018-06-06,0,0,0,0,0,1,0
808,http://data.gesis.org/claimskg/creative_work/b4dbd17b-1d42-529b-b34d-3a58652925b1,http://www.politifact.com/new-jersey/statements/2012/sep/10/upendra-chivukula/republicans-plan-convert-medicare-voucher-program-/,Upendra Chivukula,Says Republicans 'have declared that they’re going to convert the Medicare program into a voucher program.',"Republicans plan to convert Medicare into a “voucher program,” Democratic congressional candidate says","Federal Budget,Medicare",2012-08-31,0,1,0,0,0,0,0
822,http://data.gesis.org/claimskg/creative_work/c51828e5-ea67-5b2a-a756-69724e5f23a5,http://www.politifact.com/truth-o-meter/statements/2019/aug/01/donald-trump/fact-checking-trump-ad-democrats-health-care-immig/,Donald Trump,Says the Democratic presidential candidates 'support giving illegal immigrants free health care at our expense.',"Fact-checking Trump ad on Democrats, health care for immigrants illegally in the country",Homeland Security,2019-07-31,0,1,1,0,0,0,0
838,http://data.gesis.org/claimskg/creative_work/04d86ef3-0b63-5cf9-8977-5e8754431e1b,http://www.politifact.com/truth-o-meter/statements/2010/oct/08/jack-conway/jack-conway-says-rand-paul-backs-2000-deductible-m/,Jack Conway,"Rand Paul 'wants us to pay $2,000 just to get Medicare.'","Jack Conway says Rand Paul backs a $2,000 deductible for Medicare","Message Machine 2010,Medicare",2010-09-28,0,1,0,0,0,0,0
839,http://data.gesis.org/claimskg/creative_work/5f8b25b3-519f-5067-8428-39127523dc56,http://www.politifact.com/florida/statements/2016/nov/07/donald-trump/trump-misses-details-when-saying-florida-insurance/,Donald Trump,"It's just been announced that the residents of Florida are going to experience a massive, double-digit premium hike.'",Trump misses details when saying Florida insurance premiums going up by double digits,"Regulation,Florida",2016-11-03,0,1,0,0,0,0,0
865,http://data.gesis.org/claimskg/creative_work/b23ae29f-8367-55d5-9e45-1cc176c30c14,http://www.politifact.com/texas/statements/2013/apr/09/rick-perry/rick-perry-says-obama-called-medicaid-broken-four-/,Rick Perry,Says Obama called Medicaid 'broken' four years ago.,Rick Perry says Obama called Medicaid “broken” four years ago,Medicaid,2013-03-14,0,1,0,0,0,0,0
904,http://data.gesis.org/claimskg/creative_work/075f57a2-97be-5157-bc1d-0beb5ae0fda3,http://www.politifact.com/missouri/statements/2017/may/10/claire-mccaskill/mccaskill-cites-long-disproven-figure-opioid-use/,Claire McCaskill,We have 5 percent of world population. 80 percent of opioids.',Claire McCaskill cites disproven figure on opioid use,Drugs,2017-03-28,0,1,0,0,0,0,0
909,http://data.gesis.org/claimskg/creative_work/2749e248-1390-5508-9e5c-dfc1edf8af4d,http://www.politifact.com/texas/statements/2014/aug/31/wendy-davis/wendy-davis-says-greg-abbott-let-millions-taxpayer/,Wendy Davis,Greg Abbott was 'charged with overseeing the state cancer research fund. But he let his wealthiest donors take tens of millions of taxpayer dollars without proper oversight. They showered Abbott with gifts and free vacations.',Wendy Davis says Greg Abbott let millions in taxpayer dollars go to wealthy gift-giving donors,"State Finances,Ethics,State Budget",2014-08-23,0,1,0,0,1,0,0
911,http://data.gesis.org/claimskg/creative_work/e13ef627-f0cd-5989-b615-2745a87a0607,http://www.politifact.com/truth-o-meter/statements/2010/mar/29/mark-kirk/kirk-says-health-care-bill-will-lead-irs-hire-more/,Mark Kirk,"According to the nonpartisan Congressional Budget Office, the IRS would need to hire over 16,000 people ... to audit the American people and impose the new taxes and mandates' of the health care bill.","Kirk says health care bill will lead IRS to hire more than 16,000 new employees",Federal Budget,2010-03-21,0,1,0,0,1,0,0
916,http://data.gesis.org/claimskg/creative_work/7ae0a04c-1cd3-5990-affe-c2e97ae08923,http://www.politifact.com/rhode-island/statements/2015/dec/06/heather-moore/vegan-leaves-real-meat-claim-untouched/,Heather Moore,Each vegan spares more than 100 animals every year.',Vegan leaves real meat of claim untouched,"Agriculture,Food Safety,Animals",2015-11-17,0,0,0,1,0,0,0
927,http://data.gesis.org/claimskg/creative_work/007f0b14-de63-520e-a037-2e99dd1fae6d,http://www.politifact.com/wisconsin/statements/2012/jun/28/tammy-baldwin/baldwin-says-thompson-wants-do-away-medicare/,Tammy Baldwin,Says U.S. Senate rival Tommy Thompson said he wants to 'do away with Medicare.',Baldwin says Thompson said he wants to ‘do away with Medicare’,"Federal Budget,Medicare",2012-06-07,0,1,0,0,0,0,0
935,http://data.gesis.org/claimskg/creative_work/160bd503-3b11-5c7d-8dfe-54920dd15687,http://www.politifact.com/facebook-fact-checks/statements/2018/oct/25/blog-posting/bloggers-poison-truth-claim-about-flu-shot-dangers/,Bloggers,"If you get a flu shot, you're 'poisoning yourself.'",Bloggers poison truth in claim about flu shot dangers,Fake news,2018-10-11,0,1,0,0,0,0,0
942,http://data.gesis.org/claimskg/creative_work/77f9f563-fecb-5892-b01c-19666b5dbce0,http://www.politifact.com/truth-o-meter/statements/2014/nov/21/ted-cruz/ted-cruz-says-2014-elections-voters-made-clear-the/,Ted Cruz,"In the 2014 elections, 'the American people overwhelmingly said we don't want Obamacare … and we don't want amnesty.'","Ted Cruz says in 2014 elections, voters made clear their opposition to Obamacare, 'amnesty'",Polls and Public Opinion,2014-11-19,0,1,0,0,0,1,0
952,http://data.gesis.org/claimskg/creative_work/9d08ffca-e44c-538b-9d88-f109736b42f8,http://www.politifact.com/wisconsin/statements/2014/feb/28/scott-walker/scott-walker-says-federal-government-reneged-medic/,Scott Walker,Federal government reneging' on Medicaid payments to Wisconsin caused about $240 million in extra costs in the 2013-’15 state budget.,Scott Walker says federal government reneged on Medicaid payments to Wisconsin,"Federal Budget,Medicaid,State Budget",2014-02-23,0,1,0,0,0,0,0
996,http://data.gesis.org/claimskg/creative_work/648fb09f-eb21-5f64-8a89-dcc6d79d3922,http://www.politifact.com/wisconsin/statements/2017/may/12/sean-duffy/republican-replacement-obamacare-does-not-contain-/,Sean Duffy,The Republican replacement for Obamacare does not give massive tax cuts to wealthy Americans.,The Republican replacement for Obamacare does not contain massive tax cuts for the wealthy?,"Income,Wealth",2017-05-09,0,1,0,0,1,0,0
1004,http://data.gesis.org/claimskg/creative_work/469f689d-f958-5c41-b2c7-65910da97ccf,http://www.politifact.com/truth-o-meter/statements/2018/jul/18/demand-justice/pro-aca-group-court-pick-kavanaugh-refused-uphold-/,Demand Justice,Says Brett Kavanaugh 'refused to uphold key patient protections in the past.',Pro-ACA group: Court pick Kavanaugh refused to uphold pre-existing condition ban,Supreme Court,2018-07-12,0,1,0,0,0,0,0
1005,http://data.gesis.org/claimskg/creative_work/239809f2-a903-5475-af6e-05386bb73eba,http://www.politifact.com/punditfact/statements/2014/may/22/kimberly-guilfoyle/guilfoyle-obamacare-one-big-fat-va/,Kimberly Guilfoyle,Obamacare is 'one big fat VA system.',Guilfoyle: Obamacare is 'one big fat VA',Veterans,2014-05-21,0,1,0,0,0,0,0
1029,http://data.gesis.org/claimskg/creative_work/a1857094-4ff5-5499-81c8-32749bfe5f86,http://www.politifact.com/wisconsin/statements/2013/dec/09/scott-walker/most-public-employees-wisconsin-now-pay-12-13-thei/,Scott Walker,"Even after collective bargaining reforms, most Wisconsin public employees 'are still paying about 12 to 13 percent' of their health insurance premiums, while most state residents who work in the private sector 'pay 20 to 25 percent.'","Scott Walker says most public employees in Wisconsin paying more for health insurance, but still far less than private sector","State Finances,Unions,State Budget",2013-11-27,0,1,0,0,0,0,0
1055,http://data.gesis.org/claimskg/creative_work/a49dc2b1-925a-50c0-a4b8-cb119e6c5b9a,http://www.politifact.com/virginia/statements/2010/dec/27/bobby-scott/rep-bobby-scott-says-tax-deal-costs-same-health-ca/,Bobby Scott,The tax-cut deal 'adds more than $800 billion to the deficit over two years -- more than the cost of TARP and more than the cost of the Recovery Act' and about the same as health care reform.,"Rep. Bobby Scott says tax deal costs same as health care reform, exceeds price of Stimulus and TARP","Stimulus,Federal Budget,Deficit",2010-12-16,0,1,0,0,1,0,0
1075,http://data.gesis.org/claimskg/creative_work/9d3eea62-c33a-5618-8ce7-d80a9879da57,http://www.politifact.com/truth-o-meter/statements/2009/nov/06/wall-street-journal-editorial-page/house-health-care-bill-pays-itself-over-long-run/,Wall Street Journal editorial page,"The House health care bill pays for 'about six years of program with a decade of revenue, with the heaviest costs concentrated in the second five years.'","House health care bill pays for itself over the long run, CBO says",Federal Budget,2009-11-02,0,1,0,0,0,0,0
1126,http://data.gesis.org/claimskg/creative_work/900a12c6-0c83-50f8-b9a3-3cfcfa26b598,http://www.politifact.com/wisconsin/statements/2012/jul/11/sean-duffy/wisconsin-gop-us-rep-sean-duffy-says-obamacare-law/,Sean Duffy,President Barack Obama’s health care reform 'slashed $500 billion from Medicare.',"Wisconsin GOP U.S. Rep. Sean Duffy says """"Obamacare"""" law """"slashed $500 billion from Medicare""""",Medicare,2012-06-07,0,1,0,0,0,0,0
1132,http://data.gesis.org/claimskg/creative_work/37cdf500-03be-55d6-95dd-5bd32ffc82fc,http://www.politifact.com/truth-o-meter/statements/2012/mar/27/barack-obama/obama-ad-claims-credit-cheaper-prescription-drugs/,Barack Obama,President Barack Obama 'reduced the cost of prescription drugs for nearly 3.6 million Americans in 2011.',Obama ad claims credit for cheaper prescription drugs,"Medicare,Message Machine 2012",2012-03-20,0,1,0,0,0,0,0
1136,http://data.gesis.org/claimskg/creative_work/df2ea005-b625-51c5-b557-a6789cdbaaf6,http://www.politifact.com/rhode-island/statements/2012/mar/20/brendan-doherty/rhode-island-congressional-candidate-brendan-doher/,Brendan Doherty,We have $60 billion in 2010 in Medicare fraud.',Rhode Island congressional candidate Brendan Doherty says that there was $60 billion in Medicare fraud in 2010,Medicare,2012-03-11,0,1,0,0,0,0,1
1151,http://data.gesis.org/claimskg/creative_work/0b144c2f-ed50-54ec-9137-62c65e8208c0,http://www.politifact.com/florida/statements/2010/jun/10/bill-mccollum/rick-scott-leading-polls-opponents-pull-out-fraud-/,Bill McCollum,"Rick Scott's former health care company, Columbia/HCA, committed 'fraud.'","With Rick Scott leading in polls, opponents pull out 'fraud' line",Candidate Biography,2010-06-10,0,1,0,0,0,0,1
1169,http://data.gesis.org/claimskg/creative_work/ae24cd15-54f9-5bf5-9368-ae6d16105f32,http://www.politifact.com/truth-o-meter/statements/2009/nov/19/ed-rendell/rendell-says-small-businesses-receiving-health-ins/,Ed Rendell,A small business receiving a federal tax credit 'to provide health care for its employees ... would be barred under the Stupak Amendment from allowing their employees to use ... the health care that they offer them for abortion.',Rendell says small businesses receiving health insurance subsidies couldn't offer plans that cover abortion,Abortion,2009-11-12,0,1,0,0,1,0,0
1187,http://data.gesis.org/claimskg/creative_work/09d507dd-617b-560a-a60a-887dbe32a75a,http://www.politifact.com/georgia/statements/2011/sep/27/paul-broun/broun-stimulus-money-funded-effort-will-kill-jobs/,Paul Broun,"Stimulus money funded a government board that made recommendations that would cost 378,000 jobs and $28.3 billion in sales.",Broun: Stimulus money funded effort that will kill jobs,Children,2011-09-15,0,1,0,0,0,0,0
1202,http://data.gesis.org/claimskg/creative_work/202a7897-2d2e-51be-b3a3-59ad451a1d3a,http://www.politifact.com/wisconsin/statements/2013/jul/26/dave-hansen/wisconsin-sen-dave-hansen-says-state-budget-forces/,Dave Hansen,"The Republican-authored state budget includes a provision 'forcing people earning as little as $12,000 to buy private health insurance that could cost them as much as $4,000 per year.'","Wisconsin Sen. Dave Hansen says state budget forces someone making $12,000 a year to pay $4,000 in health insurance costs",State Budget,2013-07-19,0,1,0,0,0,0,0
1256,http://data.gesis.org/claimskg/creative_work/a3e27681-0525-5ec6-9922-952e078b56e1,http://www.politifact.com/truth-o-meter/statements/2015/jan/23/andy-puzder/ceo-carls-jr-says-obamacare-has-caused-millions-fu/,Andy Puzder,Obamacare has caused millions of full-time jobs to become part-time.',CEO of Carl's Jr. says 'Obamacare has caused millions of full-time jobs to become part-time',Jobs,2015-01-13,0,1,0,0,0,0,0
1272,http://data.gesis.org/claimskg/creative_work/df5d3b57-b9d1-576a-b3f3-fd2582f69bf8,http://www.politifact.com/texas/statements/2011/mar/07/gail-collins/new-york-times-columnist-gail-collins-say-texas-ra/,Gail Collins,Texas 'ranks third in teen pregnancies... and it is No. 1 in repeat teen pregnancies.',New York Times columnist Gail Collins say Texas ranks third in teenage pregnancies and first in repeat teen pregnancies,"Children,Pundits",2011-02-16,0,1,0,0,0,0,0
1276,http://data.gesis.org/claimskg/creative_work/912e5c9d-8478-5ec9-a429-580146a7be1e,http://www.politifact.com/truth-o-meter/statements/2014/jan/02/blog-posting/bloggers-say-obamacare-coding-system-could-usher-b/,Bloggers,Obamacare Medical Codes Confirm: Execution by Beheading To Be Implemented in America.',Bloggers say Obamacare coding system could usher in beheadings,Legal Issues,2013-11-23,0,1,0,0,0,0,0
1277,http://data.gesis.org/claimskg/creative_work/30a2318b-4076-501d-9ee2-c31fc8e4d338,http://www.politifact.com/rhode-island/statements/2012/jul/15/vincent-buddy-cianci/talk-show-host-buddy-cianci-says-obamas-health-car/,"Vincent """"Buddy"""" Cianci",President Obama’s health care law says 'when you sell your house now you have to pay a 3.8 percent tax.',Talk show host Buddy Cianci says Obama's health care plan dictates a 3.8 percent tax on home sales,"Income,Housing",2012-07-11,0,1,0,0,1,0,0
1313,http://data.gesis.org/claimskg/creative_work/83c1fd58-8ce4-5fa0-a852-3564b41284db,http://www.politifact.com/wisconsin/statements/2011/feb/01/one-wisconsin-now/one-wisconsin-now-says-scott-walker-and-legislatur/,One Wisconsin Now,Gov. Scott Walker and the Republican-controlled state legislature have added over $140 million in new special interest spending',One Wisconsin Now says Scott Walker and the Legislature have increased spending by $140 million,Small Business,2011-01-28,0,0,0,0,1,0,0
